smiles,A,V,N,H,J,B,S,C,D,R,G,P,M,L
NC1=C2C=CC=CC2=NC2=CC=CC=C12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NC1=CC=C(C(=O)[O-])C=C1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NCC(=O)CCC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCN(CC)CC1=C(O)C=CC(NC2=CC=NC3=CC(Cl)=CC=C23)=C1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C(=O)[O-],0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C1CN2CC3=C(C=CC(Cl)=C3Cl)N=C2N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(C)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(N)CC(N)=O)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(C(=O)NC(CC1=CN=CN1)C(=O)N1CCCC1C(=O)NC(CC1=CC=CC=C1)C(=O)O)C(C)C,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCOC(=O)C1(C2=CC=CC=C2)CCN(CCC2=CC=C(N)C=C2)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1=CC=C(CN(CC2=NCCN2)C2=CC=CC=C2)C=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCCC1C(=O)N2C(N(C)C)=NC3=C(C=C(C)C=C3)N2C1=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC(OC1OCCN(CC2=NNC(=O)N2)C1C1=CC=C(F)C=C1)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1=CC=C(CCCCNCC(O)C2=CC=C(O)C(O)=C2)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCNC(C)C(=O)NC1=C(C(=O)OC)SC=C1C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1CC2C3=CC=CC=C3OC3=CC=C(Cl)C=C3C2C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCOC1=CC=C(CC2NC(=O)CCSSCC(C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC(=O)C(C(C)CC)NC2=O)C=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NC1=NC(=O)N(C2OC(CO)C(O)C2O)C=N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CN1C([N+](=O)[O-])=CN=C1C=CC1=NC(N)=NC=C1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
O=C(O)CCCCCCCC(=O)O,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)C3=CC=CC=C3)C(=O)N2C1C(=O)[O-],0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCCCCOP(=O)([O-])OCC1OC(N2C=CC(N)=NC2=O)C(O)C1O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCN(CCO)CCN1C(CC2=CC=CC=C2)=NC2=C1C(=O)N(C)C(=O)N2C,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC1=C(C2=CC=C(O)C=C2)N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=CC=C(O)C=C12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC(C(=O)O)C1=CC2=C(C=C1)OC(C1=CC=C(Cl)C=C1)=N2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O=C1CN=C(C2=CC=CC=C2)C2=C(N1)SC1=C2CCCC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC[N+]1(CC)CCC(OC(=O)C(O)(C2=CC=CC=C2)C2=CC=CC=C2)C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CNCC12CCC(C3=CC=CC=C31)C1=CC=CC=C12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1C,0,0,0,0,1,0,1,0,1,0,0,0,0,0
CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C[N+](C)(C)CC(=O)O,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C=C(C1=CC=C(C(=O)O)C=C1)C1=CC2=C(C=C1C)C(C)(C)CCC2(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCN(CC)CCOC(=O)C1=CC=CC(C2=CC=CC=C2)=C1O,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[O-]C1=C(Cl)C=C(Cl)C=C1SC1=CC(Cl)=CC(Cl)=C1[O-],0,0,0,0,0,0,0,0,1,0,0,1,0,0
CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=NC=CN=C1)B(O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NC1=C(CC(=O)[O-])C=CC=C1C(=O)C1=CC=C(Br)C=C1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4C5=C6C(=C(Br)NC6=CC=C5)CC4N(C)C3)(C(C)C)C(=O)N12,0,0,1,0,0,0,0,0,0,0,1,0,0,0
C[NH+](C)CCOC(C1=CC=CC=C1)C1=CC=C(Br)C=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC(C(=O)OCCOCCN(CC)CC)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OC1=CC2=C(C=C1)CC1N(CC3CCC3)CCC23CCCCC13O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(CC1C2=CC=CC=C2CCC2=CC=CC=C21)CN(C)C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COCCCOC1=C(OC)C=CC(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COC1=CC=C(N2N=C(C(N)=O)C3=C2C(=O)N(C2=CC=C(N4CCCCC4=O)C=C2)CC3)C=C1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COC1=C(Cl)C=C(CNC2=NC(N3CCCC3CO)=NC=C2C(=O)NCC2=NC=CC=N2)C=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CNC(=O)C1=CC=CC=C1SC1=CC2=C(C=C1)C(C=CC1=CC=CC=N1)=NN2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCC1(O)C(=O)OCC2=C1C=C1C3=C(CN1C2=O)C(CCNC(C)C)=C1C=CC=CC1=N3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O=BOB([O-])OB([O-])OB=O,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COC1=C(Cl)C=C(Cl)C(NC2=C(C#N)C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C([O-])C1=CC=CC=C1NC1=CC=CC(C(F)(F)F)=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)C(N)C(=O)OCC(CO)OCN1C=NC2=C1N=C(N)NC2=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1)C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC1=NC=C(COP(=O)([O-])[O-])C(C=O)=C1O,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)C1=CC(CC2=CC=C(O)C(C(=O)O)=C2)=CC=C1O,0,0,0,0,0,0,0,0,1,1,0,0,0,0
O=C([O-])C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1,0,0,1,0,0,1,1,1,1,0,0,0,0
[O-][Si]([O-])([O-])[O-],1,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C([O-])CN1CCN(CC(=O)[O-])CCN(CC(=O)O)CCN(CC(=O)[O-])CC1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CSCCNC1=C2N=CN(C3OC(COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)C(O)C3O)C2=NC(SCCC(F)(F)F)=N1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CSCCNC1=NC(SCCC(F)(F)F)=NC2=C1N=CN2C1OC(COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])C(O)C1O,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN1CCCC1C1=CN=CC=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NC1=CC=C(C(=O)[O-])C([O-])=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OCCO,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OC1=CC=CC=C1C(=O)[O-],0,0,1,0,0,1,0,0,0,0,0,0,0,0
CC1(C)SC2C(NC(=O)C(C(=O)[O-])C3=CC=CC=C3)C(=O)N2C1C(=O)O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)OC,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC(C)(C)NCC(O)C1=CC=C(O)C(NC(N)=O)=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCN1CCN(C(=O)NC(C(=O)NC2(OC)C(=O)N3C(C(=O)O)=C(CSC4=NN=NN4C)CSC32)C(C)O)C(=O)C1=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)C1=CSC(N)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C(O)C1=C(CSC2=NN=NN2CS(=O)(=O)[O-])CSC2C(NC(=O)C(O)C3=CC=CC=C3)C(=O)N12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=CC(=O)C(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSC4=NN=NN4C)CSC23)C2=CC=C(O)C=C2)=CN1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(=O)C(C)(C)OC)=C(COC(N)=O)CSC12)C1=CC=CO1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CSCCC(NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)CNC(=O)C(NC(=O)C(CC1=CC=C(OS(=O)(=O)O)C=C1)NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C1CCC(=O)N1)C(C)O)C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(N)=O,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)C,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CCCCC(CC)C1NC(=O)N(SC(Cl)(Cl)Cl)C1=O,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C[N-]S2(=O)=O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1=CC(O)=CC(C)=C1Cl,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1=NC=C2C(=C1O)COC2C1=CC=C(Cl)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1=NC=CN1CC1CCC2=C(C1=O)C1=CC=CC3=C1N2CCC3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(NCCCC1=CC(C(F)(F)F)=CC=C1)C1=CC=CC2=CC=CC=C12,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CC(NCCCC1=CC=CC(C(F)(F)F)=C1)C1=CC=CC2=CC=CC=C12,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CCOC(=O)CN1CCN(C(=O)C=CC2=CC(OC)=C(OC)C(OC)=C2)CC1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(C)(OC1=CC=C(C2CC2(Cl)Cl)C=C1)C(=O)O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OCC1OC(N2C=CC(N)=NC2=O)C(O)C1O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CC2=CC=CC=C2)CC1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC12C=CC(=O)C=C1C(Cl)=CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CC1=C(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)C(C2=CC=CC=C2Cl)=NO1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(=O)OCC(=O)C1(O)C(C)CC2C3C=C(C)C4=CC5=C(C=NN5C5=CC=CC=C5)CC4(C)C3C(O)CC21C,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CNC(=O)C1=C(I)C(NC(C)=O)=C(I)C(C(=O)[O-])=C1I,0,1,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)NC1=NC2=C(C=C(C(=O)C3CC3)C=C2)N1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NCCS,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN32)CC1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NC(=O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1CCN(CCC2=CC3=C(C=C2)OCC3)C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC1COC2OCCC12)S(=O)(=O)C1=CC=C(N)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(CCO)CC2)=N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NC1=NC(=O)N(C2CC(O)C(CO)O2)C=N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C(O)C1=CC=C(N2N=C(C3=CC=CC=C3O)N=C2C2=CC=CC=C2O)C=C1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(C=CC=N1)CC2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CC(C)(C)C(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C1=CC=C(CNCCNCC2=CC=CC=C2)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1(CN2C=CN=N2)C(C(=O)[O-])N2C(=O)CC2S1(=O)=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=NC=C(C2=NC=C(Cl)C=C2C2=CC=C(S(C)(=O)=O)C=C2)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O=C1CCC(C2=CC=CC=C2)(C2CCN(CC3=CC=CC=C3)CC2)C(=O)N1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCNC(C)CC1=CC=CC(C(F)(F)F)=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CC(CC(=O)O)=C(NC2=C(F)C=CC=C2Cl)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCC(=O)NS(=O)(=O)C1=CC=C(C2=C(C)ON=C2C2=CC=CC=C2)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCC(=O)[N-]S(=O)(=O)C1=CC=C(C2=C(C)ON=C2C2=CC=CC=C2)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
COC1=CC2=C(C=C1)CC1C3CCCCC23CCN1C,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(CSC(=O)C1=CC=CC=C1)C(=O)N1CC(SC2=CC=CC=C2)CC1C(=O)[O-],0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN1N=NC2=C1C=C(C(C1=CC=C(Cl)C=C1)N1C=NC=N1)C=C2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C1OC2=CC=CC=C2C(O)=C1CC1=C(O)C2=CC=CC=C2OC1=O,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCN(CC)C(C)C(=O)C1=CC=CC=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N#CC(CCN1CCC(C(=O)O)(C2=CC=CC=C2)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)NC3=C(C(F)(F)F)C=CC(C(F)(F)F)=C3)CCC12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
O=C(OCCN1CCCCC1)C1(C2CCCCC2)CCCCC1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C([O-])O[Al],1,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1=NC2=C(C(CCC3=CC=C(C(=O)NC(CCC(=O)[O-])C(=O)[O-])C=C3)=CN2)C(=O)N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCC(CC)C(NC(C)=O)C1C(N=C(N)N)CC(C(=O)O)C1O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCC1(CCC2=CC=CC=C2)CC([O-])=C(C(CC)C2=CC=CC([N-]S(=O)(=O)C3=CC=C(C(F)(F)F)C=N3)=C2)C(=O)O1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC(=O)C=CC(=O)OC,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCOC(=O)C1(C2=CC=CC=C2)CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O=C(O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCCCCCCCCCCCCCCCCCCCCO,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OCC1COC(CI)O1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OC1=CC=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN1C(=O)C2=C(N=CN2CC2OCCO2)N(C)C1=O,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC1C2=CC=CC([O-])=C2C([O-])=C2C(=O)C3([O-])C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C([O-])C21,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCC1=C(C(=O)C2=CC=C(OCCCN(CCCC)CCCC)C=C2)C2=CC(NS(C)(=O)=O)=CC=C2O1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COC1=CC=C(C(=O)NC2=CC=CC=C2CCC2CCCCN2C)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CSC1=CC=C(C(=O)C2=C(C)NC(=O)N2)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C=C1C(CO)C(O)CC1N1C=NC2=C1N=C(N)NC2=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C#CC1=CC=C(NC2=NC=NC3=CC(OCCOC)=C(OCCOC)C=C23)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CS(=O)(=O)CCNCC1=CC=C(C2=CC=C3N=CN=C(NC4=CC=C(OCC5=CC=CC(F)=C5)C(Cl)=C4)C3=C2)O1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0,0,0,0,0,0,1,0,1,1,0,0,0,0
COC1=C(OC)C(CS(=O)C2=NC3=C(C=C(OC(F)F)C=C3)N2)=NC=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCOC1=CC=C(C2=CC=C(C3=CC=C(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(C)O)NC(=O)C(C(O)C(O)C5=CC=C(O)C=C5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)C=C3)C=C2)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=CN(C2OC(CO)C(O)C2F)C(=O)NC1=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OC1=C(I)C=C(Cl)C2=C1N=CC=C2,0,0,0,0,0,0,1,0,1,0,1,1,0,0
O=P([O-])(O)C(Cl)(Cl)P(=O)([O-])O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NC1=C2N=CN(C3OC(CO)C(O)C3F)C2=NC(Cl)=N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNC1C(=O)NC2CC3=CC=C(C=C3)OC3=CC4=CC(=C3OC3OC(C(=O)O)C(O)C(O)C3NC(=O)CCCCCCCCC(C)C)OC3=C(Cl)C=C(C=C3)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)C2=C(Cl)C(O)=CC(=C2)OC2=C(O)C=CC1=C2)C1=CC(=C(O)C=C1)C1=C(C=C(O)C=C1OC1OC(CO)C(O)C(O)C1O)C(C(=O)NCCCN(C)C)NC3=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN(C)C(CCOC1=CC=CC2=CC=CC=C12)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC1=CC=C2CC3C4CCC(=O)C5OC1=C2C54CCN3C,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-],0,1,0,0,0,0,1,0,0,0,0,0,0,0
CCC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CC(C)=CC(NC(=O)CC2=CC=C(OC(C)(C)C(=O)O)C=C2)=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1=CC(C)=CC(NC(=O)CC2=CC=C(OC(C)(C)C(=O)[O-])C=C2)=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C=CCC(C(=O)NC(N)=O)C(C)C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1=CC=C(N2NC(C)=C(N=NC3=CC=CC(C4=CC=CC(C(=O)O)=C4)=C3O)C2=O)C=C1C,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NNC1=CC2=C(CCN(C(=O)C3=CC=CC=C3)C2)N=N1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1(C)SC2C(NC(=O)C(N)C3=CCC=CC3)C(=O)N2C1C(=O)O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1=CC2=C(C=C1)C1CCC3(C)C(O)C(O)CC3C1CC2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
O=C(O)C1=CC=CC=C1C(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)NC4=CC=CC(C(=O)[O-])=C4)C3)C(C)C12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
